epoch,gen_loss,disc_loss,adv_loss,l1_loss,val_gen_loss,epoch_time,gpu_memory,configuration
1,29.489025791168213,0.2995981534291059,2.478775925755501,0.2701024985909462,21.881835678100586,250.54286432266235,0.9412765502929688,standard
2,27.493559070587157,0.06818952939705923,4.490479551434517,0.2300307944417,33.39423550415039,86.39338541030884,0.9412765502929688,standard
3,26.40648345184326,0.27673933866340666,3.133118339896202,0.23273365107178687,48.24031170654297,86.54800939559937,0.9412765502929688,standard
4,25.721054828643798,0.5312508403658867,1.4702374183535576,0.24250817430019378,34.71543800354004,86.28373765945435,0.9412765502929688,standard
5,24.997180000305175,0.5533847928345204,1.3159619169533252,0.23681218072772026,26.91010154724121,86.63020873069763,0.9412765502929688,standard
6,24.48885606765747,0.5555443999171257,1.2547800894379615,0.2323407590687275,24.98995625305176,86.65054178237915,0.9412765502929688,standard
7,24.05814926147461,0.5623152496516705,1.2685147747397423,0.22789634451270102,25.10766841125488,86.50221705436707,0.9412765502929688,standard
8,23.7632501411438,0.5536756667494774,1.2464315295815467,0.22516818609833716,21.32841438293457,86.25940251350403,0.9412765502929688,standard
9,23.359354125976562,0.5465259085595607,1.280519743859768,0.22078834334015845,20.92636444091797,86.7474422454834,0.9412765502929688,standard
10,23.208037563323973,0.5394462676942349,1.2778216035962104,0.21930215945839882,20.88015283203125,86.37421131134033,0.9412765502929688,standard
11,22.82710806274414,0.5470681966841221,1.2898666560649872,0.21537241354584694,20.348169525146485,86.95044660568237,0.9412765502929688,standard
12,22.496676639556885,0.5444586591720582,1.2584418306350709,0.2123823485672474,24.834141342163086,86.41865396499634,0.9412765502929688,standard
13,22.069664600372313,0.5466725237369537,1.246985083401203,0.20822679483890533,19.770906387329102,86.47119879722595,0.9412765502929688,standard
14,21.722828065872193,0.5447572691738606,1.2537721496224403,0.20469055926799773,22.473694442749025,86.63508677482605,0.9412765502929688,standard
15,21.375246034622194,0.5473461820483208,1.2371596222519874,0.20138086384534837,24.2793094329834,86.46761846542358,0.9412765502929688,standard
16,20.853618238449098,0.5529275541305542,1.2412655208408832,0.19612352672219277,24.94488912963867,86.53786420822144,0.9412765502929688,standard
17,20.57873036956787,0.5414545781612397,1.2410897685289384,0.19337640580534934,23.795620162963868,86.63588070869446,0.9412765502929688,standard
18,20.21450795173645,0.5390221517384052,1.2505946141481399,0.18963913336396218,21.66559257507324,86.74947810173035,0.9412765502929688,standard
19,19.967459743499756,0.5417127739787102,1.2584855301380158,0.18708974194526673,21.439318664550783,86.51012635231018,0.9412765502929688,standard
20,19.73169489097595,0.543613381266594,1.2588093703389167,0.18472885474562645,21.04433396911621,86.7398293018341,0.9412765502929688,standard
21,19.37242742919922,0.5361069221496582,1.2775174334049224,0.18094909974932671,19.204285720825194,86.65624856948853,0.9412765502929688,standard
22,19.1014995803833,0.5306955237686634,1.2825068957805634,0.17818992698192596,21.291600234985353,86.39396691322327,0.9412765502929688,standard
23,18.97044575881958,0.5355527397990226,1.2806617200374604,0.1768978409767151,20.003631790161133,86.32944178581238,0.9412765502929688,standard
24,18.723416261672973,0.5327636684179307,1.285047343313694,0.17438368919491767,21.61594389343262,86.6341769695282,0.9412765502929688,standard
25,18.527889636993407,0.5264732573926448,1.2973744554519653,0.17230515176057815,31.758449462890624,86.32419633865356,0.9412765502929688,standard
26,18.096310335159302,0.5288891294002533,1.297545930147171,0.16798764391243456,30.870627075195312,86.33517360687256,0.9412765502929688,standard
27,17.998610036849975,0.5241360214054585,1.3029283599853516,0.16695681665837764,21.90430407714844,86.30614590644836,0.9412765502929688,standard
28,17.89484637260437,0.5324117735624313,1.314360018491745,0.165804863139987,21.673737121582032,86.38205313682556,0.9412765502929688,standard
29,17.73950541114807,0.5261600301861763,1.3062320645451546,0.16433273346722127,22.24581948852539,86.58805179595947,0.9412765502929688,standard
30,17.58388531112671,0.5249311679601669,1.3185368973612785,0.1626534841656685,19.87609603881836,86.41354203224182,0.9412765502929688,standard
31,17.33854634475708,0.5231511581838131,1.3357891469597816,0.1600275721400976,20.543817863464355,86.68745374679565,0.9412765502929688,standard
32,17.086865310668944,0.5240537196099758,1.332565822839737,0.15754299469292163,21.625007965087892,86.39705538749695,0.9412765502929688,standard
33,17.055383798599244,0.5194895734190941,1.3323743151426315,0.15723009431362153,19.90352947998047,86.52801012992859,0.9412765502929688,standard
34,16.864206783294676,0.5152992969751358,1.3545740888118745,0.1550963268727064,20.536450088500978,86.32927536964417,0.9412765502929688,standard
35,16.80046625328064,0.5145238921344281,1.350858934789896,0.1544960730969906,22.112490585327148,86.64259791374207,0.9412765502929688,standard
36,16.672756883621215,0.5089798754155636,1.378821214556694,0.15293935671448708,23.70636260986328,86.33635258674622,0.9412765502929688,standard
37,16.538264362335205,0.5064092698097229,1.394675184905529,0.15143589171767236,21.039716033935548,86.56015586853027,0.9412765502929688,standard
38,16.480184997558595,0.5017335807383061,1.4225923509597778,0.1505759264677763,24.45282794189453,86.25824117660522,0.9412765502929688,standard
39,16.402790203094483,0.5015020216703415,1.4297705438733102,0.14973019629716874,22.69538722229004,86.50734758377075,0.9412765502929688,standard
40,16.20587964439392,0.49657781174778937,1.4325252274870872,0.147733544126153,24.58410934448242,86.43438148498535,0.9412765502929688,standard
41,16.15557731628418,0.4904656022787094,1.4562991849780083,0.14699278129637242,25.102267303466796,86.90048265457153,0.9412765502929688,standard
42,16.07869509124756,0.47455893450975417,1.5022395043373107,0.1457645560801029,21.70669221496582,86.48171710968018,0.9412765502929688,standard
43,16.052864364624025,0.47717274725437164,1.5358075245022773,0.14517056812345983,23.4089490814209,86.4725067615509,0.9412765502929688,standard
44,15.878405632019042,0.47960635942220686,1.5378659244179727,0.143405397310853,21.623553634643553,86.65947675704956,0.9412765502929688,standard
45,15.890704772949219,0.4650854577124119,1.578032899081707,0.14312671880424022,21.05506558227539,87.14216303825378,0.9412765502929688,standard
46,15.905222400665282,0.4554070654511452,1.6049891259074212,0.14300233286619185,22.722316299438475,86.52548265457153,0.9412765502929688,standard
47,15.787078052520751,0.4566679086685181,1.6084292295277118,0.14178648774325847,21.75309342956543,86.73699402809143,0.9412765502929688,standard
48,15.810599515914918,0.45329312500357627,1.6597329751849175,0.14150866524875164,21.890061782836913,86.40175652503967,0.9412765502929688,standard
49,15.724450532913208,0.44662610191106794,1.6590751246213913,0.14065375405550004,21.232774520874024,86.46699905395508,0.9412765502929688,standard
50,15.628774208068847,0.45222620555758475,1.6683200042247772,0.13960454224050045,23.14539469909668,86.42368292808533,0.9412765502929688,standard
51,15.675798377990724,0.44248166665434835,1.6848488059043885,0.1399094957560301,22.91090657043457,86.3156578540802,0.9412765502929688,standard
52,15.556435880661011,0.43646047496795654,1.7179172372817992,0.13838518665730953,21.00323556518555,86.52881813049316,0.9412765502929688,standard
53,15.443856969833375,0.4328000336587429,1.7254238020777701,0.13718433180451392,23.46533187866211,86.47619843482971,0.9412765502929688,standard
54,15.380871932983398,0.4326845442056656,1.7490745776295662,0.13631797344982624,21.201659790039063,86.50574278831482,0.9412765502929688,standard
55,15.484902561187743,0.4287187272906303,1.7890691692829133,0.1369583334773779,21.68418898010254,86.51182532310486,0.9412765502929688,standard
56,15.384999715805053,0.4174834983944893,1.8150298889279366,0.13569969822466374,21.593206665039062,86.31893968582153,0.9412765502929688,standard
57,15.277172887802124,0.42466203647851947,1.7860455106198787,0.13491127318143845,23.59767973327637,86.34313297271729,0.9412765502929688,standard
58,15.391635612487793,0.42018757075071334,1.8265384734869003,0.13565097150206565,22.20417237854004,86.47402930259705,0.9412765502929688,standard
59,15.279200323104858,0.4156978411078453,1.851531028151512,0.13427669274806978,21.250190017700195,86.51202869415283,0.9412765502929688,standard
60,15.31134398841858,0.40312518122792246,1.904672487050295,0.1340667151659727,22.958875259399413,86.17296481132507,0.9412765502929688,standard
